Country Name,Country Code,Year,GDP_Per_Capita,Female_Usage_Pct,Male_Usage_Pct,Internet_Usage_Pct,Region,Cost_1GB_USD,Affordability_Pct
Uganda,UGA,2010,823.488144282,,,4.3,SUB-SAHARAN AFRICA,,
Ukraine,UKR,2010,3039.63232421875,20.1441,24.1751,23.3,CIS (FORMER USSR),,
Upper middle income,UMC,2010,5710.9010671794,,,30.6,,,
Uruguay,URY,2010,12641.0576849008,,,46.4,SOUTH AMERICA,,
United States,USA,2010,48642.6100179312,72.0988,71.2639,71.69,NORTHERN AMERICA,,
Uzbekistan,UZB,2010,1753.20730243278,,,15.9,CIS (FORMER USSR),,
St. Vincent and the Grenadines,VCT,2010,6551.96835992405,,,33.7,,,
Venezuela,VEN,2010,13646.3046622664,,,37.37,SOUTH AMERICA,,
British Virgin Islands,VGB,2010,,,,37.0,,,
Virgin Islands (U.S.),VIR,2010,39905.1284180994,,,31.22,CARIBBEAN,,
Viet Nam,VNM,2010,1683.16182443979,,,30.65,,,
Vanuatu,VUT,2010,2815.18828985779,,,8.0,OCEANIA,,
World,WLD,2010,9542.72886249208,,,28.4,,,
Samoa,WSM,2010,3524.2479246203,,,7.0,OCEANIA,,
Kosovo,XKX,2010,2987.54519574464,,,,EASTERN EUROPE,,
Yemen,YEM,2010,1155.20305261418,,,12.35,NEAR EAST,,
South Africa,ZAF,2010,7973.47195771517,,,24.0,SUB-SAHARAN AFRICA,,
Zambia,ZMB,2010,1451.10616017155,,,3.0,SUB-SAHARAN AFRICA,,
Zimbabwe,ZWE,2010,902.010759067388,,,6.4,SUB-SAHARAN AFRICA,,
Aruba,ABW,2011,25712.3843015186,,,69.0,CARIBBEAN,,
Africa Eastern and Southern,AFE,2011,1761.98926096159,,,6.8,,,
Afghanistan,AFG,2011,606.694676337726,,,5.0,ASIA (EX. NEAR EAST),,
Africa Western and Central,AFW,2011,1844.05436728177,,,8.7,,,
Angola,AGO,2011,5184.15269149912,,,4.7,SUB-SAHARAN AFRICA,,
Albania,ALB,2011,4465.70914328865,,,47.0,EASTERN EUROPE,,
Andorra,AND,2011,46657.1495384811,,,81.0,WESTERN EUROPE,,
Arab World,ARB,2011,6915.82768123695,,,,,,
United Arab Emirates,ARE,2011,51921.904511613,,,78.0,NEAR EAST,,
Argentina,ARG,2011,12704.2831819684,,,51.0,SOUTH AMERICA,,
Armenia,ARM,2011,3349.55309771906,,,32.0,CIS (FORMER USSR),,
American Samoa,ASM,2011,10383.459331451,,,,OCEANIA,,
Antigua and Barbuda,ATG,2011,14911.7275084471,,,52.0,CARIBBEAN,,
Australia,AUS,2011,62799.3895017032,78.4037,80.6025,79.4877,OCEANIA,,
Austria,AUT,2011,51116.8953522042,73.77,83.81,78.74,WESTERN EUROPE,,
Azerbaijan,AZE,2011,7189.81869211976,,,50.0,CIS (FORMER USSR),,
Burundi,BDI,2011,230.069761381132,,,1.11,SUB-SAHARAN AFRICA,,
Belgium,BEL,2011,47760.8298776546,79.01,84.23,81.61,WESTERN EUROPE,,
Benin,BEN,2011,1059.41358852588,,,4.14832,SUB-SAHARAN AFRICA,,
Burkina Faso,BFA,2011,725.024767725475,,,3.0,SUB-SAHARAN AFRICA,,
Bangladesh,BGD,2011,837.336944695647,,,4.5,ASIA (EX. NEAR EAST),,
Bulgaria,BGR,2011,7849.58061302818,46.98,49.01,47.98,EASTERN EUROPE,,
Bahrain,BHR,2011,25032.7867743333,90.0109,70.0,77.0,NEAR EAST,,
Bahamas,BHS,2011,27090.8376801379,,,65.0,CARIBBEAN,,
Bosnia and Herzegovina,BIH,2011,4982.69375768263,,,43.8877,EASTERN EUROPE,,
Belarus,BLR,2011,6527.6593428786,37.25,42.9715,39.6489,CIS (FORMER USSR),,
Belize,BLZ,2011,5596.05222152289,,,30.7,CENTRAL AMERICA,,
Bermuda,BMU,2011,99049.0169927667,,,88.336,NORTHERN AMERICA,,
Bolivia,BOL,2011,2315.52121930607,,,30.0,SOUTH AMERICA,,
Brazil,BRA,2011,13396.6263158041,,,45.69,SOUTH AMERICA,,
Barbados,BRB,2011,20508.1498810382,,,66.5,CARIBBEAN,,
Brunei,BRN,2011,46382.8274255349,,,56.0,,,
Bhutan,BTN,2011,2787.97967608562,,,14.4,ASIA (EX. NEAR EAST),,
Botswana,BWA,2011,7287.38295334919,,,9.0,SUB-SAHARAN AFRICA,,
Central African Republic,CAF,2011,534.057281471636,,,2.2,SUB-SAHARAN AFRICA,,
Canada,CAN,2011,52223.8588398531,,,83.0,NORTHERN AMERICA,,
Central Europe and the Baltics,CEB,2011,13997.3000771488,,,,,,
Switzerland,CHE,2011,90476.7589651577,,,85.193,WESTERN EUROPE,,
Channel Islands,CHI,2011,60415.2632075658,,,,,,
Chile,CHL,2011,14487.3927832032,,,52.2496,SOUTH AMERICA,,
China,CHN,2011,5703.76027973346,,,38.3,ASIA (EX. NEAR EAST),,
Cote d'Ivoire,CIV,2011,1596.62826565998,,,2.9,,,
Cameroon,CMR,2011,1513.96056994878,,,5.0,SUB-SAHARAN AFRICA,,
Democratic Republic of Congo,COD,2011,372.514273875789,,,1.2,,,
Republic of the Congo,COG,2011,3396.16505817952,,,5.6,,,
Colombia,COL,2011,7400.9940695669,40.1722,40.5355,40.3509,SOUTH AMERICA,,
Comoros,COM,2011,1531.43789372951,,,5.5,SUB-SAHARAN AFRICA,,
Cabo Verde,CPV,2011,4002.01386888785,,,32.0,,,
Costa Rica,CRI,2011,9276.39107511347,,,39.2122,CENTRAL AMERICA,,
Caribbean small states,CSS,2011,13526.9467561999,,,,,,
Cuba,CUB,2011,6104.46105236166,,,16.0173,CARIBBEAN,,
Curacao,CUW,2011,19426.3264002202,,,,,,
Cayman Islands,CYM,2011,75280.9617699986,,,69.4659,CARIBBEAN,,
Cyprus,CYP,2011,32485.798828125,53.2499,60.6697,56.8599,NEAR EAST,,
Czechia,CZE,2011,22049.1080788682,67.87,73.18,70.49,,,
Germany,DEU,2011,47630.9761883572,78.07,84.49,81.27,WESTERN EUROPE,,
Djibouti,DJI,2011,1306.34552844977,,,7.0,SUB-SAHARAN AFRICA,,
Dominica,DMA,2011,7705.40717248319,,,48.6,CARIBBEAN,,
Denmark,DNK,2011,61809.737898222,88.78,90.84,89.81,WESTERN EUROPE,,
Dominican Republic,DOM,2011,5826.51014109195,,,38.0,CARIBBEAN,,
Algeria,DZA,2011,5916.31364364343,,,14.9,NORTHERN AFRICA,,
East Asia & Pacific (excluding high income),EAP,2011,4913.89394942906,,,32.3,,,
Early-demographic dividend,EAR,2011,3262.90999134968,,,,,,
East Asia & Pacific,EAS,2011,8955.7486981995,,,37.3,,,
Europe & Central Asia (excluding high income),ECA,2011,6785.87680428259,,,34.9,,,
Europe & Central Asia,ECS,2011,26239.3600613076,,,60.2,,,
Ecuador,ECU,2011,5153.6916424375,30.7883,31.9726,31.3668,SOUTH AMERICA,,
Egypt,EGY,2011,2590.64384891965,,,25.6,NORTHERN AFRICA,,
Euro area,EMU,2011,40569.5862836129,,,,,,
Eritrea,ERI,2011,688.68165957684,,,0.7,NORTHERN AFRICA,,
Spain,ESP,2011,31824.6219134777,64.39,69.79,67.09,WESTERN EUROPE,,
Estonia,EST,2011,17555.5455239426,77.2299,75.68,76.5,BALTICS,,
Ethiopia,ETH,2011,343.024942351887,,,1.1,SUB-SAHARAN AFRICA,,
European Union,EUU,2011,35963.3147849808,,,,,,
Fragile and conflict affected situations,FCS,2011,2053.715805371,,,9.7,,,
Finland,FIN,2011,51060.3242589767,88.41,89.0099,88.71,WESTERN EUROPE,,
Fiji,FJI,2011,4139.60288609702,,,28.0,OCEANIA,,
France,FRA,2011,43929.7840873812,76.82,78.86,77.82,WESTERN EUROPE,,
Faroe Islands,FRO,2011,51618.9907766392,,,80.7322,WESTERN EUROPE,,
"Micronesia, Fed. Sts.",FSM,2011,2848.70077003105,,,22.8,,,
Gabon,GAB,2011,10219.1139339454,,,18.0,SUB-SAHARAN AFRICA,,
United Kingdom,GBR,2011,42295.9273835322,84.41,86.38,85.38,WESTERN EUROPE,,
Georgia,GEO,2011,4119.66818307193,,,31.52,CIS (FORMER USSR),,
Ghana,GHA,2011,1507.43573198753,,,9.0,SUB-SAHARAN AFRICA,,
Gibraltar,GIB,2011,,,,65.0,WESTERN EUROPE,,
Guinea,GIN,2011,636.694958747648,,,2.0,SUB-SAHARAN AFRICA,,
Gambia,GMB,2011,710.608411468152,,,10.8703,SUB-SAHARAN AFRICA,,
Guinea-Bissau,GNB,2011,719.539573498937,,,2.672,SUB-SAHARAN AFRICA,,
Equatorial Guinea,GNQ,2011,17198.2136668275,,,11.5,SUB-SAHARAN AFRICA,,
Greece,GRC,2011,25504.7866510124,48.51,54.89,51.65,WESTERN EUROPE,,
Grenada,GRD,2011,6947.38136096464,,,30.0,CARIBBEAN,,
Greenland,GRL,2011,47186.8759969388,,,64.0,NORTHERN AMERICA,,
Guatemala,GTM,2011,3168.98370607705,,,12.3,CENTRAL AMERICA,,
Guam,GUM,2011,29926.2052442913,,,57.7,OCEANIA,,
Guyana,GUY,2011,4947.22170589917,,,30.0,SOUTH AMERICA,,
High income,HIC,2011,38785.8817355705,,,70.4,,,
Hong Kong,HKG,2011,35142.4879344543,,,72.2,ASIA (EX. NEAR EAST),,
Honduras,HND,2011,2073.66121088074,,,15.9,CENTRAL AMERICA,,
Heavily indebted poor countries (HIPC),HPC,2011,873.222093086024,,,,,,
Croatia,HRV,2011,14691.558296292,51.5499,64.67,57.79,EASTERN EUROPE,,
Haiti,HTI,2011,1312.03953552013,,,9.0,CARIBBEAN,,
Hungary,HUN,2011,14211.460557822,66.92,69.21,68.02,EASTERN EUROPE,,
IBRD only,IBD,2011,5342.86138124845,,,28.5,,,
IDA & IBRD total,IBT,2011,4324.06826881192,,,23.2,,,
IDA total,IDA,2011,1224.50986155293,,,6.8,,,
IDA blend,IDB,2011,1705.64443688917,,,10.3,,,
Indonesia,IDN,2011,3579.46442466152,,,12.28,ASIA (EX. NEAR EAST),,
IDA only,IDX,2011,961.368579226082,,,5.0,,,
Isle of Man,IMN,2011,77808.8579649376,,,,WESTERN EUROPE,,
India,IND,2011,1445.46127486037,,,10.07,ASIA (EX. NEAR EAST),,
Ireland,IRL,2011,52613.8540355689,76.41,73.35,74.89,WESTERN EUROPE,,
Iran,IRN,2011,8025.68743364356,,,19.0,ASIA (EX. NEAR EAST),,
Iraq,IRQ,2011,5775.54229080293,,,5.0,NEAR EAST,,
Iceland,ISL,2011,48254.953927254,93.8498,95.7796,94.8197,WESTERN EUROPE,,
Israel,ISR,2011,34522.5215979073,,,68.8739,NEAR EAST,,
Italy,ITA,2011,38432.3742820019,49.82,59.08,54.39,WESTERN EUROPE,,
Jamaica,JAM,2011,5232.63644918132,40.0331,34.7691,37.4386,CARIBBEAN,,
Jordan,JOR,2011,3946.85503855525,,,34.9,NEAR EAST,,
Japan,JPN,2011,48760.0789494211,73.7116,84.7748,79.0541,ASIA (EX. NEAR EAST),,
Kazakhstan,KAZ,2011,11287.1464926039,,,50.6,CIS (FORMER USSR),,
Kenya,KEN,2011,1096.14499807675,,,8.8,SUB-SAHARAN AFRICA,,
Kyrgyzstan,KGZ,2011,1117.40174350185,,,17.5,CIS (FORMER USSR),,
Cambodia,KHM,2011,1088.98152823081,,,3.1,ASIA (EX. NEAR EAST),,
Kiribati,KIR,2011,1771.12926848792,,,10.0,OCEANIA,,
St. Kitts and Nevis,KNA,2011,17832.4572919975,,,63.2,,,
South Korea,KOR,2011,26175.2398553363,79.5443,87.9479,83.7591,ASIA (EX. NEAR EAST),,
Kuwait,KWT,2011,49169.6063813095,,,65.7691,NEAR EAST,,
Latin America & Caribbean (excluding high income),LAC,2011,9979.9897262503,,,38.7,,,
Laos,LAO,2011,1361.54704394913,,,9.0,,,
Lebanon,LBN,2011,7834.96257108993,,,52.0,NEAR EAST,,
Liberia,LBR,2011,568.087865520004,,,2.5,SUB-SAHARAN AFRICA,,
Libya,LBY,2011,7593.8391525702,,,14.0,NORTHERN AFRICA,,
St. Lucia,LCA,2011,9128.99442011613,,,34.0,,,
Latin America & Caribbean,LCN,2011,10334.20548878,,,39.3,,,
Least developed countries: UN classification,LDC,2011,925.130488690388,,,4.0,,,
Low income,LIC,2011,869.718827485855,,,4.9,,,
Liechtenstein,LIE,2011,158066.369379163,,,85.0,WESTERN EUROPE,,
Sri Lanka,LKA,2011,3224.95745150496,,,,ASIA (EX. NEAR EAST),,
Lower middle income,LMC,2011,1636.38338498875,,,12.2,,,
Low & middle income,LMY,2011,3942.65348704731,,,,,,
Lesotho,LSO,2011,1280.73390931581,,,7.0,SUB-SAHARAN AFRICA,,
Late-demographic dividend,LTE,2011,7598.75722812692,,,,,,
Lithuania,LTU,2011,14261.8433787325,63.56,63.72,63.64,BALTICS,,
Luxembourg,LUX,2011,119025.057203467,86.42,93.5896,90.0299,WESTERN EUROPE,,
Latvia,LVA,2011,12902.574053337,69.0499,70.54,69.75,BALTICS,,
Macao,MAC,2011,67046.7284292101,57.7021,62.9571,60.2037,,,
St. Martin (French part),MAF,2011,20930.5821177758,,,,,,
Morocco,MAR,2011,3301.98876953125,,,46.1075,NORTHERN AFRICA,,
Monaco,MCO,2011,179363.984221513,,,80.3,WESTERN EUROPE,,
Moldova,MDA,2011,2941.36224066021,,,32.07,EASTERN EUROPE,,
Madagascar,MDG,2011,506.163691559309,,,1.9,SUB-SAHARAN AFRICA,,
Maldives,MDV,2011,7424.520410971,,,34.0,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2011,5731.46333788345,,,20.1,,,
Mexico,MEX,2011,10664.4944032313,35.5066,38.977,37.1763,CENTRAL AMERICA,,
Marshall Islands,MHL,2011,3319.39815439151,,,10.0,OCEANIA,,
Middle income,MIC,2011,4205.16300649743,,,,,,
North Macedonia,MKD,2011,5416.86672931659,,,56.7,,,
Mali,MLI,2011,938.292902583696,,,2.2,SUB-SAHARAN AFRICA,,
Malta,MLT,2011,23516.9691234302,66.4599,69.5799,68.0198,WESTERN EUROPE,,
Myanmar,MMR,2011,1213.62898703376,,,0.98,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2011,3232.55085445141,,,16.9,,,
Montenegro,MNE,2011,7265.51668681954,32.529,38.6956,35.6115,EASTERN EUROPE,,
Mongolia,MNG,2011,3736.04201455077,,,12.5,ASIA (EX. NEAR EAST),,
Northern Mariana Islands,MNP,2011,13598.7166094613,,,,OCEANIA,,
Mozambique,MOZ,2011,618.17649286789,,,4.6,SUB-SAHARAN AFRICA,,
Mauritania,MRT,2011,1931.19975525465,,,4.5,NORTHERN AFRICA,,
Mauritius,MUS,2011,9324.24232310496,,,34.95,SUB-SAHARAN AFRICA,,
Malawi,MWI,2011,763.061000394572,,,3.33,SUB-SAHARAN AFRICA,,
Malaysia,MYS,2011,10217.1068585031,,,61.0,ASIA (EX. NEAR EAST),,
North America,NAC,2011,50251.9815319984,,,71.0,,,
Namibia,NAM,2011,5834.7917675794,,,12.0,SUB-SAHARAN AFRICA,,
New Caledonia,NCL,2011,38835.9401851385,,,50.0,OCEANIA,,
Niger,NER,2011,510.75956176268,,,0.9,SUB-SAHARAN AFRICA,,
Nigeria,NGA,2011,2418.41316975875,,,13.8,SUB-SAHARAN AFRICA,,
Nicaragua,NIC,2011,1679.71192084633,,,10.6,CENTRAL AMERICA,,
Netherlands,NLD,2011,54701.7728030611,90.06,92.78,91.42,,,
Norway,NOR,2011,101221.813476644,92.5499,94.39,93.49,WESTERN EUROPE,,
Nepal,NPL,2011,785.518656222132,,,9.0,ASIA (EX. NEAR EAST),,
Nauru,NRU,2011,6444.03642094634,,,54.0,OCEANIA,,
New Zealand,NZL,2011,38431.7766788499,,,81.23,OCEANIA,,
OECD members,OED,2011,37631.4111773315,,,,,,
Oman,OMN,2011,25188.0074151885,,,48.0,NEAR EAST,,
Other small states,OSS,2011,11469.9518928722,,,,,,
Pakistan,PAK,2011,1131.73513834324,,,8.0,ASIA (EX. NEAR EAST),,
Panama,PAN,2011,9662.29590911979,,,42.7,CENTRAL AMERICA,,
Peru,PER,2011,5861.35793645245,,,36.01,SOUTH AMERICA,,
Philippines,PHL,2011,2383.91892522087,,,29.0,ASIA (EX. NEAR EAST),,
Palau,PLW,2011,10993.6038613491,,,,OCEANIA,,
Papua New Guinea,PNG,2011,2288.37591141234,,,2.0,OCEANIA,,
Poland,POL,2011,13867.6669408192,60.45,63.62,61.95,EASTERN EUROPE,,
Pre-demographic dividend,PRE,2011,1596.90914437848,,,,,,
Puerto Rico (US),PRI,2011,27170.0766543278,,,48.0,,,
"Korea, Dem. People's Rep.",PRK,2011,,,,0.0,,,
Portugal,PRT,2011,23246.5425416481,52.53,58.1,55.25,WESTERN EUROPE,,
Paraguay,PRY,2011,5805.40154542925,24.4944,25.0402,24.7635,SOUTH AMERICA,,
West Bank and Gaza,PSE,2011,2880.79843707909,34.3539,44.6385,41.08,,,
Pacific island small states,PSS,2011,3339.33261214487,,,,,,
Post-demographic dividend,PST,2011,42635.8220864603,,,,,,
French Polynesia,PYF,2011,22831.5185348524,,,49.0,OCEANIA,,
Qatar,QAT,2011,103261.510293068,82.1212,87.8584,69.0,NEAR EAST,,
Romania,ROU,2011,9560.6755277458,38.7,41.37,40.01,EASTERN EUROPE,,
Russia,RUS,2011,14305.33203125,,,58.0,,,
Rwanda,RWA,2011,651.133677964662,,,7.0,SUB-SAHARAN AFRICA,,
South Asia,SAS,2011,1397.00682550999,,,9.4,,,
Saudi Arabia,SAU,2011,27126.7498747702,,,47.5,NEAR EAST,,
Sudan,SDN,2011,1332.6572265625,12.3,22.5,,SUB-SAHARAN AFRICA,,
Senegal,SEN,2011,1374.67591873844,,,9.8,SUB-SAHARAN AFRICA,,
Singapore,SGP,2011,53891.4570264372,,,71.0,ASIA (EX. NEAR EAST),,
Solomon Islands,SLB,2011,1924.05795643133,,,6.0,OCEANIA,,
Sierra Leone,SLE,2011,761.146365577281,,,0.9,SUB-SAHARAN AFRICA,,
El Salvador,SLV,2011,3330.60049486653,15.9829,18.0349,18.9,CENTRAL AMERICA,,
San Marino,SMR,2011,55601.3929703047,,,49.6,WESTERN EUROPE,,
"Somalia, Fed. Rep.",SOM,2011,235.325945610434,,,1.25,,,
Serbia,SRB,2011,7082.2861666075,,,42.2,EASTERN EUROPE,,
Sub-Saharan Africa (excluding high income),SSA,2011,1958.08105419725,,,8.3,,,
South Sudan,SSD,2011,1448.98435006408,,,,SUB-SAHARAN AFRICA,,
Sub-Saharan Africa,SSF,2011,1795.43814856316,,,7.5,,,
Small states,SST,2011,10893.6298369854,,,35.5,,,
Sao Tome and Principe,STP,2011,1219.80189089671,,,20.1612,,,
Suriname,SUR,2011,7949.88867218383,,,32.0,SOUTH AMERICA,,
Slovakia,SVK,2011,18469.4354316836,73.12,75.89,74.44,EASTERN EUROPE,,
Slovenia,SVN,2011,24940.6284841605,63.5099,71.1299,67.34,EASTERN EUROPE,,
Sweden,SWE,2011,60379.4814599322,92.01,93.51,92.77,WESTERN EUROPE,,
Eswatini,SWZ,2011,4225.06049411911,,,18.13,SUB-SAHARAN AFRICA,,
Sint Maarten (Dutch part),SXM,2011,27317.5178881974,,,,,,
Seychelles,SYC,2011,12110.0937461973,,,43.164,SUB-SAHARAN AFRICA,,
Syria,SYR,2011,2952.14349372257,,,22.5,NEAR EAST,,
Turks and Caicos,TCA,2011,27327.4006354146,,,,,,
Chad,TCD,2011,1308.1421872538,,,1.9,SUB-SAHARAN AFRICA,,
East Asia & Pacific (IDA & IBRD countries),TEA,2011,4970.50535493565,,,32.7,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2011,10028.6545563598,,,45.4,,,
Togo,TGO,2011,783.988944671672,,,3.5,SUB-SAHARAN AFRICA,,
Thailand,THA,2011,5373.6232832898,23.8841,23.4466,23.6699,ASIA (EX. NEAR EAST),,
Tajikistan,TJK,2011,833.601978202852,,,13.03,CIS (FORMER USSR),,
Turkmenistan,TKM,2011,5143.61929334647,,,5.0,CIS (FORMER USSR),,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,10277.6079254264,,,39.7,,,
Timor-Leste,TLS,2011,939.045238884406,,,4.0,ASIA (EX. NEAR EAST),,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2011,3234.88259884042,,,16.7,,,
Tonga,TON,2011,3849.99375750134,,,25.0,OCEANIA,,
South Asia (IDA & IBRD),TSA,2011,1397.00682550999,,,9.4,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,1795.43814856316,,,7.6,,,
Trinidad and Tobago,TTO,2011,19151.0870229722,45.7803,41.9404,55.2,CARIBBEAN,,
Tunisia,TUN,2011,4420.64772206537,,,39.1,NORTHERN AFRICA,,
Turkey,TUR,2011,11373.6355760885,33.4686,52.9017,43.0657,NEAR EAST,,
Tuvalu,TUV,2011,3636.08139989792,,,16.5,OCEANIA,,
Tanzania,TZA,2011,775.392761230469,,,3.2,SUB-SAHARAN AFRICA,,
Uganda,UGA,2011,835.620060555838,,,4.6,SUB-SAHARAN AFRICA,,
Ukraine,UKR,2011,3656.69799804688,,,28.7083,CIS (FORMER USSR),,
Upper middle income,UMC,2011,6773.01375512825,,,34.5,,,
Uruguay,URY,2011,15132.2675725587,50.4614,52.4251,51.4047,SOUTH AMERICA,,
United States,USA,2011,50024.868799398,70.0752,69.3692,69.7295,NORTHERN AMERICA,,
Uzbekistan,UZB,2011,2087.86386135694,,,18.6,CIS (FORMER USSR),,
St. Vincent and the Grenadines,VCT,2011,6527.68996854448,,,36.7,,,
Venezuela,VEN,2011,10843.9229703167,,,40.22,SOUTH AMERICA,,
British Virgin Islands,VGB,2011,,,,37.4,,,
Virgin Islands (U.S.),VIR,2011,38997.1373164651,,,35.6,CARIBBEAN,,
Viet Nam,VNM,2011,1950.92504174913,,,35.07,,,
Vanuatu,VUT,2011,3163.1861645138,,,9.2,OCEANIA,,
World,WLD,2011,10485.1771943036,,,30.9,,,
Samoa,WSM,2011,3821.50678264479,,,11.0,OCEANIA,,
Kosovo,XKX,2011,3538.94759838576,,,,EASTERN EUROPE,,
Yemen,YEM,2011,1186.47500581215,,,14.905,NEAR EAST,,
South Africa,ZAF,2011,8646.05571071635,,,33.97,SUB-SAHARAN AFRICA,,
Zambia,ZMB,2011,1624.86817763443,,,3.5,SUB-SAHARAN AFRICA,,
Zimbabwe,ZWE,2011,1037.77565157218,,,8.4,SUB-SAHARAN AFRICA,,
Aruba,ABW,2012,25119.6655449838,,,74.0,CARIBBEAN,,
Africa Eastern and Southern,AFE,2012,1732.03802145335,,,8.4,,,
Afghanistan,AFG,2012,651.417134470046,,,5.45455,ASIA (EX. NEAR EAST),,
Africa Western and Central,AFW,2012,1941.11824321812,,,10.3,,,
Angola,AGO,2012,5702.45306277434,,,7.7,SUB-SAHARAN AFRICA,,
Albania,ALB,2012,4280.93316338873,,,49.4,EASTERN EUROPE,,
Andorra,AND,2012,41500.5499988288,,,82.7,WESTERN EUROPE,,
Arab World,ARB,2012,7384.10682814613,,,,,,
United Arab Emirates,ARE,2012,53141.6124340099,83.2,85.6311,85.0,NEAR EAST,,
Argentina,ARG,2012,12949.717486654,,,55.8,SOUTH AMERICA,,
Armenia,ARM,2012,3511.56399687426,,,37.5,CIS (FORMER USSR),,
American Samoa,ASM,2012,11745.4899153958,,,,OCEANIA,,
Antigua and Barbuda,ATG,2012,15639.8078114787,,,58.0,CARIBBEAN,,
Australia,AUS,2012,68301.4402512587,,,79.0,OCEANIA,,
Austria,AUT,2012,48250.4059142637,76.0357,84.1106,80.03,WESTERN EUROPE,,
Azerbaijan,AZE,2012,7495.86527658099,,,54.2,CIS (FORMER USSR),,
Burundi,BDI,2012,231.098787811507,,,1.22,SUB-SAHARAN AFRICA,,
Belgium,BEL,2012,44874.1709182123,78.6605,82.7917,80.72,WESTERN EUROPE,,
Benin,BEN,2012,1071.5258366283,,,4.5,SUB-SAHARAN AFRICA,,
Burkina Faso,BFA,2012,731.470138867833,,,3.72503,SUB-SAHARAN AFRICA,,
Bangladesh,BGD,2012,859.680536375497,,,5.0,ASIA (EX. NEAR EAST),,
Bulgaria,BGR,2012,7431.95789508871,50.8148,53.0169,51.9,EASTERN EUROPE,,
Bahrain,BHR,2012,26438.6733230428,89.9999,86.923,88.0,NEAR EAST,,
Bahamas,BHS,2012,28552.0242683151,,,71.7482,CARIBBEAN,,
Bosnia and Herzegovina,BIH,2012,4693.78899115381,,,45.0645,EASTERN EUROPE,,
Belarus,BLR,2012,6953.21591683101,44.8653,49.7633,46.91,CIS (FORMER USSR),,
Belize,BLZ,2012,5732.66519942347,,,31.0,CENTRAL AMERICA,,
Bermuda,BMU,2012,100213.493385287,,,91.2993,NORTHERN AMERICA,,
Bolivia,BOL,2012,2575.59857098084,,,35.34,SOUTH AMERICA,,
Brazil,BRA,2012,12521.7238454434,,,48.56,SOUTH AMERICA,,
Barbados,BRB,2012,20804.1150004694,,,71.2,CARIBBEAN,,
Brunei,BRN,2012,46968.5971164922,,,60.2731,,,
Bhutan,BTN,2012,2751.2128864294,,,15.6,ASIA (EX. NEAR EAST),,
Botswana,BWA,2012,6595.53845015424,,,16.0,SUB-SAHARAN AFRICA,,
Central African Republic,CAF,2012,544.395849142785,,,2.4,SUB-SAHARAN AFRICA,,
Canada,CAN,2012,52670.3447335415,,,83.0,NORTHERN AMERICA,,
Central Europe and the Baltics,CEB,2012,13104.066588243,,,,,,
Switzerland,CHE,2012,85836.2076767359,80.8915,89.7528,85.2,WESTERN EUROPE,,
Channel Islands,CHI,2012,58809.5698945413,,,,,,
Chile,CHL,2012,15241.9069981119,,,55.05,SOUTH AMERICA,,
China,CHN,2012,6405.0574241349,,,42.3001,ASIA (EX. NEAR EAST),,
Cote d'Ivoire,CIV,2012,1546.9460184731,,,4.4,,,
Cameroon,CMR,2012,1449.09874362279,,,7.5,SUB-SAHARAN AFRICA,,
Democratic Republic of Congo,COD,2012,409.931424783784,,,1.67996,,,
Republic of the Congo,COG,2012,3732.32737320389,,,6.1067,,,
Colombia,COL,2012,8108.59838244229,48.2664,49.7268,48.98,SOUTH AMERICA,,
Comoros,COM,2012,1490.31511351281,,,5.9753,SUB-SAHARAN AFRICA,,
Cabo Verde,CPV,2012,3736.81517011087,,,34.74,,,
Costa Rica,CRI,2012,10126.9991024177,46.4698,48.5756,47.5,CENTRAL AMERICA,,
Caribbean small states,CSS,2012,14290.6349320102,,,,,,
Cuba,CUB,2012,6470.83673392653,,,21.2,CARIBBEAN,,
Curacao,CUW,2012,19809.8223170482,,,,,,
Cayman Islands,CYM,2012,75101.5906883232,,,69.7,CARIBBEAN,,
Cyprus,CYP,2012,28991.935546875,57.8156,63.9186,60.6899,NEAR EAST,,
Czechia,CZE,2012,20014.0354015165,72.4033,74.4785,73.43,,,
Germany,DEU,2012,44718.0159214069,79.3996,85.3174,82.35,WESTERN EUROPE,,
Djibouti,DJI,2012,1400.19357858954,,,9.4,SUB-SAHARAN AFRICA,,
Dominica,DMA,2012,7528.51001990155,,,49.8,CARIBBEAN,,
Denmark,DNK,2012,58443.7747103968,91.4985,93.0285,92.26,WESTERN EUROPE,,
Dominican Republic,DOM,2012,6013.81965002603,,,42.32,CARIBBEAN,,
Algeria,DZA,2012,6033.64884689543,,,18.2,NORTHERN AFRICA,,
East Asia & Pacific (excluding high income),EAP,2012,5434.82527120289,,,35.7,,,
Early-demographic dividend,EAR,2012,3359.13086538369,,,,,,
East Asia & Pacific,EAS,2012,9507.12974075371,,,40.4,,,
Europe & Central Asia (excluding high income),ECA,2012,7093.45607745799,,,39.4,,,
Europe & Central Asia,ECS,2012,25164.7626116947,,,63.8,,,
